periode_data,kota_kabupaten,kecamatan,jumlah_penduduk,kepadatan_penduduk,nama_fasilitas,jenis_fasilitas,latitude,longtitude,,,,,,
2023,JAKARTA SELATAN,JAGAKARSA,"377,606","14,775",Lapangan Sepakbola Sukatani,Sepak Bola,-63019866,106850873,,,,,,
2023,JAKARTA SELATAN,JAGAKARSA,"377,606","14,775",Lapangan Serbaguna,Gelanggang ,-63071846,106846861,,,,,,
2023,JAKARTA SELATAN,JAGAKARSA,"377,606","14,775",Gelanggang Remaja Kecamatan Jagakarsa,Gelanggang ,"-63,339,234,986,345","10,681,707,439,716",,,,,,
2023,JAKARTA SELATAN,JAGAKARSA,"377,606","14,775",Lapangan Ingub Jagakarsa,Sepak Bola,-6336451,106819187,,,,,,
2023,JAKARTA SELATAN,JAGAKARSA,"377,606","14,775",Lapangan Sepakbola Sukatani,Sepak Bola,-63019866,106850873,,,,,,
2023,JAKARTA SELATAN,JAGAKARSA,"377,606","14,775",Lapangan Serbaguna,Gelanggang ,-63071846,106846861,,,,,,
2023,JAKARTA SELATAN,PESANGGRAHAN,"271,443","20,141",Gelanggang Remaja Kecamatan Pesanggrahan,Gelanggang ,"-62,521,071,049,156","10,676,273,401,065",,,,,,
2023,JAKARTA SELATAN,PESANGGRAHAN,"271,443","20,141",Lapangan Sepakbola Pesanggrahan,Sepak Bola,-6251005,106756079,,,,,,
2023,JAKARTA SELATAN,PESANGGRAHAN,"271,443","20,141",Lapangan Tenis,Tenis,-6278747,106762168,,,,,,
2023,JAKARTA SELATAN,PESANGGRAHAN,"271,443","20,141",Gelanggang Remaja Kecamatan Pesanggrahan,Gelanggang ,"-62,521,071,049,156","10,676,273,401,065",,,,,,
2023,JAKARTA SELATAN,PESANGGRAHAN,"271,443","20,141",Lapangan Sepakbola Pesanggrahan,Sepak Bola,-6251005,106756079,,,,,,
2023,JAKARTA SELATAN,PESANGGRAHAN,"271,443","20,141",Lapangan Tenis,Tenis,-6278747,106762168,,,,,,
2023,JAKARTA SELATAN,PESANGGRAHAN,"271,443","20,141",Lapangan Tenis,Tenis,-6225099,106753902,,,,,,
2023,JAKARTA SELATAN,TEBET,"242,255","25,340",Gelanggang Remaja Kecamatan Tebet,Gelanggang ,"-62,289,187,405,387","10,685,801,286,832",,,,,,
2023,JAKARTA SELATAN,TEBET,"242,255","25,340",Stadion PSPT Tebet,Sepak Bola,"-62,361,066,687,376","10,685,692,926,832",,,,,,
2023,JAKARTA SELATAN,TEBET,"242,255","25,340",Gelanggang Remaja Kecamatan Tebet,Gelanggang ,"-62,289,187,405,387","10,685,801,286,832",,,,,,
2023,JAKARTA SELATAN,TEBET,"242,255","25,340",Stadion PSPT Tebet,Sepak Bola,"-62,361,066,687,376","10,685,692,926,832",,,,,,
2023,JAKARTA SELATAN,SETIA BUDI,"117,914","13,119",Gelanggang Mahasiswa Soemantri Brodjonegoro,Gelanggang ,"-622,077","10,683,243",,,,,,
2023,JAKARTA SELATAN,SETIA BUDI,"117,914","13,119",Gedung Basket (Hall A) GMSB,Basket,"-622,077","10,683,243",,,,,,
2023,JAKARTA SELATAN,SETIA BUDI,"117,914","13,119",Gedung Voli (Hall B) GMSB,Volley,"-622,077","10,683,243",,,,,,
2023,JAKARTA SELATAN,SETIA BUDI,"117,914","13,119",Gedung Bulutangkis (Hall C) GMSB,Bulutangkis,"-622,077","10,683,243",,,,,,
2023,JAKARTA SELATAN,SETIA BUDI,"117,914","13,119",Stadion Sepakbola GMSB,Sepak Bola,"-622,077","10,683,243",,,,,,
2023,JAKARTA SELATAN,SETIA BUDI,"117,914","13,119",Ruang Tenis Meja GMSB,Tenis,"-622,077","10,683,243",,,,,,
2023,JAKARTA SELATAN,SETIA BUDI,"117,914","13,119",Ruang Fitnes GMSB,Gym,"-622,077","10,683,243",,,,,,
2023,JAKARTA SELATAN,SETIA BUDI,"117,914","13,119",Gelanggang Mahasiswa Soemantri Brodjonegoro,Gelanggang ,"-622,077","10,683,243",,,,,,
2023,JAKARTA SELATAN,SETIA BUDI,"117,914","13,119",Gedung Basket (Hall A) GMSB,Basket,"-622,077","10,683,243",,,,,,
2023,JAKARTA SELATAN,SETIA BUDI,"117,914","13,119",Gedung Voli (Hall B) GMSB,Volley,"-622,077","10,683,243",,,,,,
2023,JAKARTA SELATAN,SETIA BUDI,"117,914","13,119",Gedung Bulutangkis (Hall C) GMSB,Bulutangkis,"-622,077","10,683,243",,,,,,
2023,JAKARTA SELATAN,SETIA BUDI,"117,914","13,119",Stadion Sepakbola GMSB,Sepak Bola,"-622,077","10,683,243",,,,,,
2023,JAKARTA SELATAN,SETIA BUDI,"117,914","13,119",Ruang Tenis Meja GMSB,Tenis,"-622,077","10,683,243",,,,,,
2023,JAKARTA SELATAN,SETIA BUDI,"117,914","13,119",Ruang Fitnes GMSB,Gym,"-622,077","10,683,243",,,,,,
2023,JAKARTA TIMUR,MATRAMAN,"191,270","38,455",Gelanggang Remaja Kecamatan Matraman,Gelanggang ,-619766,10686942,,,,,,
2023,JAKARTA TIMUR,MATRAMAN,"191,270","38,455",Gelanggang Remaja Kecamatan Matraman,Gelanggang ,-619766,10686942,,,,,,
2023,JAKARTA TIMUR,PULO GADUNG,"310,267","20,438",Arena BMX Pulomas,BMX,-6174023,106880446,,,,,,
2023,JAKARTA TIMUR,PULO GADUNG,"310,267","20,438",Stadion Baseball Rawamangun,Baseball,-619104,10688936,,,,,,
2023,JAKARTA TIMUR,PULO GADUNG,"310,267","20,438",Stadion Atletik GOR Rawamangun,Gelanggang ,-619206,106889052,,,,,,
2023,JAKARTA TIMUR,PULO GADUNG,"310,267","20,438",Gedung Squash GOR Rawamangun,Gelanggang ,-619144,10688866,,,,,,
2023,JAKARTA TIMUR,PULO GADUNG,"310,267","20,438",Gedung Badminton GOR Rawamangun,Bulutangkis,-619288,10688866,,,,,,
2023,JAKARTA TIMUR,PULO GADUNG,"310,267","20,438",Gedung Futsal GOR Rawamangun,Futsal,-619117,10688866,,,,,,
2023,JAKARTA TIMUR,PULO GADUNG,"310,267","20,438",Gelanggang Olahraga Rawamangun,Gelanggang ,-619167,10688972,,,,,,
2023,JAKARTA TIMUR,PULO GADUNG,"310,267","20,438",Gelanggang Remaja Kecamatan PuloGadung,Gelanggang ,"-61,928,475,770,482","106,886,889,677",,,,,,
2023,JAKARTA TIMUR,PULO GADUNG,"310,267","20,438",Gelanggang Remaja Kecamatan PuloGadung,Gelanggang ,"-61,928,475,770,482","106,886,889,677",,,,,,
2023,JAKARTA TIMUR,PULO GADUNG,"310,267","20,438",Gelanggang Olahraga Rawamangun,Gelanggang ,-619167,10688972,,,,,,
2023,JAKARTA TIMUR,PULO GADUNG,"310,267","20,438",Gedung Futsal GOR Rawamangun,Futsal,-619117,10688866,,,,,,
2023,JAKARTA TIMUR,PULO GADUNG,"310,267","20,438",Gedung Badminton GOR Rawamangun,Bulutangkis,-619288,10688866,,,,,,
2023,JAKARTA TIMUR,PULO GADUNG,"310,267","20,438",Gedung Squash GOR Rawamangun,Gelanggang ,-619144,10688866,,,,,,
2023,JAKARTA TIMUR,PULO GADUNG,"310,267","20,438",Stadion Atletik GOR Rawamangun,Gelanggang ,-619206,106889052,,,,,,
2023,JAKARTA TIMUR,PULO GADUNG,"310,267","20,438",Stadion Baseball Rawamangun,Baseball,-619104,10688936,,,,,,
2023,JAKARTA TIMUR,PULO GADUNG,"310,267","20,438",Arena BMX Pulomas,BMX,-6174023,106880446,,,,,,
2023,JAKARTA TIMUR,JATINEGARA,"329,713","31,534",Gelanggang Remaja Kecamatan Jatinegara,Gelanggang ,"-62,199,350,671,066","10,689,453,726,832",,,,,,
2023,JAKARTA TIMUR,JATINEGARA,"329,713","31,534",Kolam Renang Gelanggang Remaja Jakarta Timur,Renang,-62355,10686862,,,,,,
2023,JAKARTA TIMUR,JATINEGARA,"329,713","31,534",Gedung Olahraga (GOR) Jakarta Timur,Gelanggang ,-623501,10686809,,,,,,
2023,JAKARTA TIMUR,JATINEGARA,"329,713","31,534",Gelanggang Remaja Kota Administrasi Jakarta Timur,Gelanggang ,"-62,348,581,032,371","10,686,894,119,715",,,,,,
2023,JAKARTA TIMUR,JATINEGARA,"329,713","31,534",Gelanggang Remaja Kota Administrasi Jakarta Timur,Gelanggang ,"-62,348,581,032,371","10,686,894,119,715",,,,,,
2023,JAKARTA TIMUR,JATINEGARA,"329,713","31,534",Gedung Olahraga (GOR) Jakarta Timur,Gelanggang ,-623501,10686809,,,,,,
2023,JAKARTA TIMUR,JATINEGARA,"329,713","31,534",Kolam Renang Gelanggang Remaja Jakarta Timur,Renang,-62355,10686862,,,,,,
2023,JAKARTA TIMUR,JATINEGARA,"329,713","31,534",Gelanggang Remaja Kecamatan Jatinegara,Gelanggang ,"-62,199,350,671,066","10,689,453,726,832",,,,,,
2023,JAKARTA TIMUR,KRAMAT JATI,"323,535","24,226",Lapangan Sepakbola kramat jati,Sepak Bola,,,,,,,,
2023,JAKARTA TIMUR,KRAMAT JATI,"323,535","24,226",Gelanggang Remaja Kecamatan Kramat Jati,Gelanggang ,"-62,931,308,461,919","10,685,508,239,893",,,,,,
2023,JAKARTA TIMUR,KRAMAT JATI,"323,535","24,226",Gelanggang Remaja Kecamatan Kramat Jati,Gelanggang ,"-62,931,308,461,919","10,685,508,239,893",,,,,,
2023,JAKARTA TIMUR,PASAR REBO,"240,991","18,355",Lapangan Tenis Terbuka,Tenis,-6326014,106858928,,,,,,
2023,JAKARTA TIMUR,PASAR REBO,"240,991","18,355",Lapangan Sepakbola cijantung,Sepak Bola,,,,,,,,
2023,JAKARTA TIMUR,PASAR REBO,"240,991","18,355",Lapangan sepakbola gedong,Sepak Bola,-630208,106855619,,,,,,
2023,JAKARTA TIMUR,PASAR REBO,"240,991","18,355",Stadion Sepakbola Gongseng,Sepak Bola,-6326014,106858928,,,,,,
2023,JAKARTA TIMUR,PASAR REBO,"240,991","18,355",Gelanggang Remaja Kecamatan Pasar Rebo,Gelanggang ,"-62,934,081,103,731","10,685,509,312,599",,,,,,
2023,JAKARTA TIMUR,PASAR REBO,"240,991","18,355",Gelanggang Remaja Kecamatan Pasar Rebo,Gelanggang ,"-62,934,081,103,731","10,685,509,312,599",,,,,,
2023,JAKARTA TIMUR,PASAR REBO,"240,991","18,355",Stadion Sepakbola Gongseng,Sepak Bola,-6326014,106858928,,,,,,
2023,JAKARTA TIMUR,PASAR REBO,"240,991","18,355",Lapangan sepakbola gedong,Sepak Bola,-630208,106855619,,,,,,
2023,JAKARTA TIMUR,PASAR REBO,"240,991","18,355",Lapangan Sepakbola cijantung,Sepak Bola,-6.32145E+15,1.06854E+16,,,,,,
2023,JAKARTA TIMUR,PASAR REBO,"240,991","18,355",Lapangan Tenis Terbuka,Tenis,-6326014,106858928,,,,,,
2023,JAKARTA TIMUR,CAKUNG,"591,593","14,334",Lapangan sepakbola cakung,Sepak Bola,,,,,,,,
2023,JAKARTA TIMUR,CAKUNG,"591,593","14,334",Gelanggang Remaja Kecamatan Cakung,Gelanggang ,-618308,10695772,,,,,,
2023,JAKARTA TIMUR,CAKUNG,"591,593","14,334",Gelanggang Remaja Kecamatan Cakung,Gelanggang ,-618308,10695772,,,,,,
2023,JAKARTA TIMUR,CAKUNG,"591,593","14,334",Lapangan sepakbola cakung,Sepak Bola,,,,,,,,
2023,JAKARTA TIMUR,DUREN SAWIT,"454,735","20,578",Stadion Sepakbola Klender,Sepak Bola,-6222223,106930025,,,,,,
2023,JAKARTA TIMUR,DUREN SAWIT,"454,735","20,578",Gedung Serbaguna Perumnas Klender,Gelanggang ,-622162,10693066,,,,,,
2023,JAKARTA TIMUR,DUREN SAWIT,"454,735","20,578",Gedung Serbaguna Raden Inten,Gelanggang ,-6223643,106924088,,,,,,
2023,JAKARTA TIMUR,DUREN SAWIT,"454,735","20,578",Gedung Senam Radin Inten,Gelanggang ,-622362,10692359,,,,,,
2023,JAKARTA TIMUR,DUREN SAWIT,"454,735","20,578",Lap. Tenis Pondok Bambu,Tenis,-6224715,106903446,,,,,,
2023,JAKARTA TIMUR,DUREN SAWIT,"454,735","20,578",Stadion Bola Pondok Bambu,Sepak Bola,-6224715,106903446,,,,,,
2023,JAKARTA TIMUR,DUREN SAWIT,"454,735","20,578",Gedung Voli Pondok Bambu,Volley,-6224715,106903446,,,,,,
2023,JAKARTA TIMUR,DUREN SAWIT,"454,735","20,578",Gelanggang Olahraga Pondok Bambu,Gelanggang ,-622351,10690401,,,,,,
2023,JAKARTA TIMUR,DUREN SAWIT,"454,735","20,578",Gelanggang Remaja Kecamatan Duren Sawit,Gelanggang ,"-62,240,180,051,406","10,690,203,899,715",,,,,,
2023,JAKARTA TIMUR,DUREN SAWIT,"454,735","20,578",Gelanggang Remaja Kecamatan Duren Sawit,Gelanggang ,"-62,240,180,051,406","10,690,203,899,715",,,,,,
2023,JAKARTA TIMUR,DUREN SAWIT,"454,735","20,578",Gelanggang Olahraga Pondok Bambu,Gelanggang ,-622351,10690401,,,,,,
2023,JAKARTA TIMUR,DUREN SAWIT,"454,735","20,578",Gedung Voli Pondok Bambu,Volley,-6224715,106903446,,,,,,
2023,JAKARTA TIMUR,DUREN SAWIT,"454,735","20,578",Stadion Bola Pondok Bambu,Sepak Bola,-6224715,106903446,,,,,,
2023,JAKARTA TIMUR,DUREN SAWIT,"454,735","20,578",Lap. Tenis Pondok Bambu,Tenis,-6224715,106903446,,,,,,
2023,JAKARTA TIMUR,DUREN SAWIT,"454,735","20,578",Gedung Senam Radin Inten,Gelanggang ,-622362,10692359,,,,,,
2023,JAKARTA TIMUR,DUREN SAWIT,"454,735","20,578",Gedung Serbaguna Raden Inten,Gelanggang ,-6223643,106924088,,,,,,
2023,JAKARTA TIMUR,DUREN SAWIT,"454,735","20,578",Gedung Serbaguna Perumnas Klender,Gelanggang ,-622162,10693066,,,,,,
2023,JAKARTA TIMUR,DUREN SAWIT,"454,735","20,578",Stadion Sepakbola Klender,Sepak Bola,-6222223,106930025,,,,,,
2023,JAKARTA TIMUR,MAKASAR,"228,099","10,606",Gelanggang Remaja Kecamatan Makasar,Gelanggang ,"-62,796,131,863,842","10,687,680,419,715",,,,,,
2023,JAKARTA TIMUR,MAKASAR,"228,099","10,606",Gelanggang Remaja Kecamatan Makasar,Gelanggang ,"-62,796,131,863,842","10,687,680,419,715",,,,,,
2023,JAKARTA TIMUR,CIRACAS,"325,827","19,342",Lapangan Sepakbola cibubur,Sepak Bola,,,,,,,,
2023,JAKARTA TIMUR,CIRACAS,"325,827","19,342",Lapangan Sepakbola kelapa dua wetan,Sepak Bola,-6347932,106884163,,,,,,
2023,JAKARTA TIMUR,CIRACAS,"325,827","19,342",Gelanggang Olahraga PKP,Gelanggang ,-633675,10688266,,,,,,
2023,JAKARTA TIMUR,CIRACAS,"325,827","19,342",Lap Basket Outdoor Tri On Tri GOR CIRACAS,Basket,,,,,,,,
2023,JAKARTA TIMUR,CIRACAS,"325,827","19,342",Wall Climbing GOR Ciracas,Panjat Tebing,-6324501,10686498,,,,,,
2023,JAKARTA TIMUR,CIRACAS,"325,827","19,342",Gedung kolam renang GOR Ciracas,Renang,-632493,106866628,,,,,,
2023,JAKARTA TIMUR,CIRACAS,"325,827","19,342",Stadion Sepakbola Ciracas,Sepak Bola,-6325347,106865623,,,,,,
2023,JAKARTA TIMUR,CIRACAS,"325,827","19,342",Gedung Teater Terbuka,Gelanggang ,-632545,10686456,,,,,,
2023,JAKARTA TIMUR,CIRACAS,"325,827","19,342",Gedung Olahraga (GOR) Ciracas,Gelanggang ,-632545,10686456,,,,,,
2023,JAKARTA TIMUR,CIRACAS,"325,827","19,342",Gelanggang Olahraga Ciracas,Gelanggang ,-632543,10686456,,,,,,
2023,JAKARTA TIMUR,CIRACAS,"325,827","19,342",Gelanggang Remaja Kecamatan Ciracas,Gelanggang ,"-63,391,030,571,649","10,688,236,598,366",,,,,,
2023,JAKARTA TIMUR,CIRACAS,"325,827","19,342",Gelanggang Remaja Kecamatan Ciracas,Gelanggang ,"-63,391,030,571,649","10,688,236,598,366",,,,,,
2023,JAKARTA TIMUR,CIRACAS,"325,827","19,342",Gelanggang Olahraga Ciracas,Gelanggang ,-632543,10686456,,,,,,
2023,JAKARTA TIMUR,CIRACAS,"325,827","19,342",Gedung Olahraga (GOR) Ciracas,Gelanggang ,-632545,10686456,,,,,,
2023,JAKARTA TIMUR,CIRACAS,"325,827","19,342",Gedung Teater Terbuka,Gelanggang ,-632545,10686456,,,,,,
2023,JAKARTA TIMUR,CIRACAS,"325,827","19,342",Stadion Sepakbola Ciracas,Sepak Bola,-6325347,106865623,,,,,,
2023,JAKARTA TIMUR,CIRACAS,"325,827","19,342",Gedung kolam renang GOR Ciracas,Renang,-632493,106866628,,,,,,
2023,JAKARTA TIMUR,CIRACAS,"325,827","19,342",Wall Climbing GOR Ciracas,Panjat Tebing,-6324501,10686498,,,,,,
2023,JAKARTA TIMUR,CIRACAS,"325,827","19,342",Lap Basket Outdoor Tri On Tri GOR CIRACAS,Basket,-6324501,10686498,,,,,,
2023,JAKARTA TIMUR,CIRACAS,"325,827","19,342",Gelanggang Olahraga PKP,Gelanggang ,-633675,10688266,,,,,,
2023,JAKARTA TIMUR,CIRACAS,"325,827","19,342",Lapangan Sepakbola kelapa dua wetan,Sepak Bola,-6347932,106884163,,,,,,
2023,JAKARTA TIMUR,CIRACAS,"325,827","19,342",Lapangan Sepakbola cibubur,Sepak Bola,-6.3533E+15,1.06878E+16,,,,,,
2023,JAKARTA TIMUR,CIPAYUNG,"303,806","10,796",Lapangan Sepakbola lubang buaya,Sepak Bola,-6287546,106905145,,,,,,
2023,JAKARTA TIMUR,CIPAYUNG,"303,806","10,796",Lapangan Sepakbola setu,Sepak Bola,,,,,,,,
2023,JAKARTA TIMUR,CIPAYUNG,"303,806","10,796",Stadion Sepakbola Ceger,Sepak Bola,-6316238,106888585,,,,,,
2023,JAKARTA TIMUR,CIPAYUNG,"303,806","10,796",Gelanggang Remaja Kecamatan Cipayung,Gelanggang ,"-63,077,282,344,979","10,691,894,196,832",,,,,,
2023,JAKARTA TIMUR,CIPAYUNG,"303,806","10,796",Gelanggang Remaja Kecamatan Cipayung,Gelanggang ,"-63,077,282,344,979","10,691,894,196,832",,,,,,
2023,JAKARTA TIMUR,CIPAYUNG,"303,806","10,796",Stadion Sepakbola Ceger,Sepak Bola,-6316238,106888585,,,,,,
2023,JAKARTA TIMUR,CIPAYUNG,"303,806","10,796",Lapangan Sepakbola setu,Sepak Bola,-6.31243E+16,1.06918E+16,,,,,,
2023,JAKARTA TIMUR,CIPAYUNG,"303,806","10,796",Lapangan Sepakbola lubang buaya,Sepak Bola,-6287546,106905145,,,,,,
2023,JAKARTA PUSAT,GAMBIR,"96,281","12,651",Stadion Sepakbola VIJ,Sepak Bola,-6170084,106807729,,,,,,
2023,JAKARTA PUSAT,GAMBIR,"96,281","12,651",Gedung Olahraga Kemakmuran,Gelanggang ,,,,,,,,
2023,JAKARTA PUSAT,GAMBIR,"96,281","12,651",Wall climbing Kebon Jahe,Panjat Tebing,-617116,106819083,,,,,,
2023,JAKARTA PUSAT,GAMBIR,"96,281","12,651",Kolam Renang Kebon Jahe,Renang,-617092,106818716,,,,,,
2023,JAKARTA PUSAT,GAMBIR,"96,281","12,651",Gedung Olahraga Tenis Meja,Tenis,-617092,106818716,,,,,,
2023,JAKARTA PUSAT,GAMBIR,"96,281","12,651",Gedung Auditorium Kebon Jahe,Gelanggang ,-61716,10681976,,,,,,
2023,JAKARTA PUSAT,GAMBIR,"96,281","12,651",Gedung Auditorium Kebon Jahe,Gelanggang ,-61716,10681976,,,,,,
2023,JAKARTA PUSAT,GAMBIR,"96,281","12,651",Gedung Olahraga Tenis Meja,Tenis,-617092,106818716,,,,,,
2023,JAKARTA PUSAT,GAMBIR,"96,281","12,651",Kolam Renang Kebon Jahe,Renang,-617092,106818716,,,,,,
2023,JAKARTA PUSAT,GAMBIR,"96,281","12,651",Wall climbing Kebon Jahe,Panjat Tebing,-617116,106819083,,,,,,
2023,JAKARTA PUSAT,GAMBIR,"96,281","12,651",Gedung Olahraga Kemakmuran,Gelanggang ,"-61,646,602,751,197",1.06817E+16,,,,,,
2023,JAKARTA PUSAT,GAMBIR,"96,281","12,651",Stadion Sepakbola VIJ,Sepak Bola,-6170084,106807729,,,,,,
2023,JAKARTA PUSAT,SAWAH BESAR,"126,543","23,237",Lapangan Basket Terbuka,Basket,-616896,10683553,,,,,,
2023,JAKARTA PUSAT,SAWAH BESAR,"126,543","23,237",Lapangan Sepakbola Banteng,Sepak Bola,-616896,10683553,,,,,,
2023,JAKARTA PUSAT,SAWAH BESAR,"126,543","23,237",Stadion Sepakbola Banteng,Sepak Bola,-616896,10683553,,,,,,
2023,JAKARTA PUSAT,SAWAH BESAR,"126,543","23,237",Gelanggang Remaja Kecamatan Sawah Besar,Gelanggang ,-613805,10682732,,,,,,
2023,JAKARTA PUSAT,SAWAH BESAR,"126,543","23,237",Gelanggang Remaja Kecamatan Sawah Besar,Gelanggang ,-613805,10682732,,,,,,
2023,JAKARTA PUSAT,SAWAH BESAR,"126,543","23,237",Stadion Sepakbola Banteng,Sepak Bola,-616896,10683553,,,,,,
2023,JAKARTA PUSAT,SAWAH BESAR,"126,543","23,237",Lapangan Sepakbola Banteng,Sepak Bola,-616896,10683553,,,,,,
2023,JAKARTA PUSAT,SAWAH BESAR,"126,543","23,237",Lapangan Basket Terbuka,Basket,-616896,10683553,,,,,,
2023,JAKARTA PUSAT,KEMAYORAN,"257,370","35,697",Lapangan Ingub PORS Serdang,Sepak Bola,-616138,10686396,,,,,,
2023,JAKARTA PUSAT,KEMAYORAN,"257,370","35,697",Gelanggang Remaja Kecamatan Kemayoran,Gelanggang ,-615674,10686504,,,,,,
2023,JAKARTA PUSAT,KEMAYORAN,"257,370","35,697",Gelanggang Remaja Kecamatan Kemayoran,Gelanggang ,-615674,10686504,,,,,,
2023,JAKARTA PUSAT,KEMAYORAN,"257,370","35,697",Lapangan Ingub PORS Serdang,Sepak Bola,-616138,10686396,,,,,,
2023,JAKARTA PUSAT,SENEN,"125,133","28,353",Gelanggang Remaja Kota Administrasi Jakarta Pusat,Gelanggang ,-617544,1068439,,,,,,
2023,JAKARTA PUSAT,SENEN,"125,133","28,353",Gedung Olahraga (GOR) Jakarta Pusat,Gelanggang ,-617544,1068439,,,,,,
2023,JAKARTA PUSAT,SENEN,"125,133","28,353",Kolam Renang GR Jakarta Pusat,Renang,-617417,10684358,,,,,,
2023,JAKARTA PUSAT,SENEN,"125,133","28,353",Gelanggang Remaja Kota Administrasi Jakarta Pusat,Gelanggang ,-617544,1068439,,,,,,
2023,JAKARTA PUSAT,SENEN,"125,133","28,353",Kolam Renang GR Jakarta Pusat,Renang,-617417,10684358,,,,,,
2023,JAKARTA PUSAT,SENEN,"125,133","28,353",Gedung Olahraga (GOR) Jakarta Pusat,Gelanggang ,-617544,1068439,,,,,,
2023,JAKARTA PUSAT,CEMPAKA PUTIH,"98,714","20,931",Gelanggang Remaja Kecamatan Cempaka Putih,Gelanggang ,-617035,10687285,,,,,,
2023,JAKARTA PUSAT,CEMPAKA PUTIH,"98,714","20,931",Gelanggang Remaja Kecamatan Cempaka Putih,Gelanggang ,-617035,10687285,,,,,,
2023,JAKARTA PUSAT,MENTENG,"88,263","13,393",0,0,,,,,,,,
2023,JAKARTA PUSAT,TANAH ABANG,"175,111","17,271",Lapangan Sepakbola Pejompongan,Sepak Bola,"-62,071,702,282,514",1.06808E+14,,,,,,
2023,JAKARTA PUSAT,TANAH ABANG,"175,111","17,271",Lapangan Sepakbola Karet Tengsin,Sepak Bola,"-62,076,861,830,762",1.06813E+14,,,,,,
2023,JAKARTA PUSAT,TANAH ABANG,"175,111","17,271",Gelanggang Remaja Kecamatan Tanah Abang,Gelanggang ,-620928,10681318,,,,,,
2023,JAKARTA PUSAT,TANAH ABANG,"175,111","17,271",Gelanggang Remaja Kecamatan Tanah Abang,Gelanggang ,-620928,10681318,,,,,,
2023,JAKARTA PUSAT,TANAH ABANG,"175,111","17,271",Lapangan Sepakbola Karet Tengsin,Sepak Bola,"-62,076,861,830,762",1.06813E+14,,,,,,
2023,JAKARTA PUSAT,TANAH ABANG,"175,111","17,271",Lapangan Sepakbola Pejompongan,Sepak Bola,"-62,071,702,282,514",1.06808E+14,,,,,,
2023,JAKARTA PUSAT,JOHAR BARU,"140,465","58,750",Gelanggang Remaja Kecamatan Johar Baru,Gelanggang ,-618136,10685642,,,,,,
2023,JAKARTA PUSAT,JOHAR BARU,"140,465","58,750",Gelanggang Remaja Kecamatan Johar Baru,Gelanggang ,-618136,10685642,,,,,,
